Timestamp,sarimax_forecast
2025-04-01 00:00:00,89.77470955800128
2025-04-01 01:00:00,88.89052274389267
2025-04-01 02:00:00,89.28305240965022
2025-04-01 03:00:00,89.69540757178156
2025-04-01 04:00:00,89.86431473574436
2025-04-01 05:00:00,89.88318800153395
2025-04-01 06:00:00,89.86073052806594
2025-04-01 07:00:00,89.84348139069184
2025-04-01 08:00:00,89.83762340281837
2025-04-01 09:00:00,89.83755843740745
2025-04-01 10:00:00,89.8386910555918
2025-04-01 11:00:00,89.83938361943123
2025-04-01 12:00:00,89.83957263395818
2025-04-01 13:00:00,89.83954752974671
2025-04-01 14:00:00,89.83949466415335
2025-04-01 15:00:00,89.8394679654871
2025-04-01 16:00:00,89.83946251925366
2025-04-01 17:00:00,89.83946459110304
2025-04-01 18:00:00,89.839466923306
2025-04-01 19:00:00,89.83946790810928
2025-04-01 20:00:00,89.83946803239405
2025-04-01 21:00:00,89.83946790984177
2025-04-01 22:00:00,89.83946781129616
2025-04-01 23:00:00,89.83946777653134
2025-04-02 00:00:00,89.83946777523825
2025-04-02 01:00:00,89.83946778127293
2025-04-02 02:00:00,89.83946778500953
2025-04-02 03:00:00,89.83946778590132
2025-04-02 04:00:00,89.83946778554566
2025-04-02 05:00:00,89.83946778501048
2025-04-02 06:00:00,89.8394677846171
2025-04-02 07:00:00,89.8394677843447
2025-04-02 08:00:00,89.83946778411656
2025-04-02 09:00:00,89.8394677838908
2025-04-02 10:00:00,89.83946778365755
2025-04-02 11:00:00,89.8394677834194
2025-04-02 12:00:00,89.83946778317977
2025-04-02 13:00:00,89.83946778294025
2025-04-02 14:00:00,89.83946778270109
2025-04-02 15:00:00,89.83946778246211
2025-04-02 16:00:00,89.83946778222315
2025-04-02 17:00:00,89.8394677819842
2025-04-02 18:00:00,89.83946778174523
2025-04-02 19:00:00,89.83946778150626
2025-04-02 20:00:00,89.83946778126729
2025-04-02 21:00:00,89.83946778102832
2025-04-02 22:00:00,89.83946778078933
2025-04-02 23:00:00,89.83946778055034
2025-04-03 00:00:00,89.83946778031134
2025-04-03 01:00:00,89.83946778007237
2025-04-03 02:00:00,89.83946777983338
2025-04-03 03:00:00,89.83946777959439
2025-04-03 04:00:00,89.8394677793554
2025-04-03 05:00:00,89.8394677791164
2025-04-03 06:00:00,89.83946777887742
2025-04-03 07:00:00,89.83946777863844
2025-04-03 08:00:00,89.83946777839945
2025-04-03 09:00:00,89.83946777816045
2025-04-03 10:00:00,89.83946777792147
2025-04-03 11:00:00,89.83946777768247
2025-04-03 12:00:00,89.83946777744347
2025-04-03 13:00:00,89.83946777720449
2025-04-03 14:00:00,89.8394677769655
2025-04-03 15:00:00,89.83946777672654
2025-04-03 16:00:00,89.83946777648755
2025-04-03 17:00:00,89.83946777624855
2025-04-03 18:00:00,89.83946777600957
2025-04-03 19:00:00,89.83946777577059
2025-04-03 20:00:00,89.83946777553159
2025-04-03 21:00:00,89.8394677752926
2025-04-03 22:00:00,89.83946777505363
2025-04-03 23:00:00,89.83946777481465
2025-04-04 00:00:00,89.83946777457565
2025-04-04 01:00:00,89.83946777433667
2025-04-04 02:00:00,89.83946777409768
2025-04-04 03:00:00,89.83946777385869
2025-04-04 04:00:00,89.8394677736197
2025-04-04 05:00:00,89.83946777338073
2025-04-04 06:00:00,89.83946777314175
2025-04-04 07:00:00,89.83946777290275
2025-04-04 08:00:00,89.83946777266377
2025-04-04 09:00:00,89.83946777242478
2025-04-04 10:00:00,89.83946777218578
2025-04-04 11:00:00,89.8394677719468
2025-04-04 12:00:00,89.83946777170783
2025-04-04 13:00:00,89.83946777146885
2025-04-04 14:00:00,89.83946777122985
2025-04-04 15:00:00,89.83946777099086
2025-04-04 16:00:00,89.83946777075188
2025-04-04 17:00:00,89.83946777051288
2025-04-04 18:00:00,89.8394677702739
2025-04-04 19:00:00,89.83946777003493
2025-04-04 20:00:00,89.83946776979595
2025-04-04 21:00:00,89.83946776955695
2025-04-04 22:00:00,89.83946776931796
2025-04-04 23:00:00,89.83946776907898
2025-04-05 00:00:00,89.83946776883997
2025-04-05 01:00:00,89.83946776860095
2025-04-05 02:00:00,89.83946776836194
2025-04-05 03:00:00,89.83946776812292
2025-04-05 04:00:00,89.8394677678839
2025-04-05 05:00:00,89.83946776764489
2025-04-05 06:00:00,89.83946776740588
2025-04-05 07:00:00,89.83946776716688
2025-04-05 08:00:00,89.83946776692787
2025-04-05 09:00:00,89.83946776668884
2025-04-05 10:00:00,89.83946776644981
2025-04-05 11:00:00,89.8394677662108
2025-04-05 12:00:00,89.8394677659718
2025-04-05 13:00:00,89.83946776573279
2025-04-05 14:00:00,89.83946776549377
2025-04-05 15:00:00,89.83946776525472
2025-04-05 16:00:00,89.83946776501568
2025-04-05 17:00:00,89.83946776477666
2025-04-05 18:00:00,89.83946776453763
2025-04-05 19:00:00,89.8394677642986
