Timestamp,sarimax_forecast
2025-04-01 00:00:00,10.325881617385491
2025-04-01 01:00:00,9.473511912313555
2025-04-01 02:00:00,9.681027219110119
2025-04-01 03:00:00,9.97601035306075
2025-04-01 04:00:00,10.111497181463312
2025-04-01 05:00:00,10.133792661040616
2025-04-01 06:00:00,10.120072592507661
2025-04-01 07:00:00,10.107381464770018
2025-04-01 08:00:00,10.102510810424782
2025-04-01 09:00:00,10.102126652593101
2025-04-01 10:00:00,10.102870297681273
2025-04-01 11:00:00,10.103393325500882
2025-04-01 12:00:00,10.103558421388117
2025-04-01 13:00:00,10.103552881999711
2025-04-01 14:00:00,10.103516547865127
2025-04-01 15:00:00,10.103495863895434
2025-04-01 16:00:00,10.10349072923951
2025-04-01 17:00:00,10.103491793911097
2025-04-01 18:00:00,10.103493468358083
2025-04-01 19:00:00,10.103494269091641
2025-04-01 20:00:00,10.103494423496413
2025-04-01 21:00:00,10.103494364809263
2025-04-01 22:00:00,10.103494307624846
2025-04-01 23:00:00,10.103494294337606
2025-04-02 00:00:00,10.103494307295996
2025-04-02 01:00:00,10.103494327271616
2025-04-02 02:00:00,10.103494346196447
2025-04-02 03:00:00,10.1034943630703
2025-04-02 04:00:00,10.103494378915892
2025-04-02 05:00:00,10.103494394553433
2025-04-02 06:00:00,10.103494410272589
2025-04-02 07:00:00,10.103494426083056
2025-04-02 08:00:00,10.103494441932273
2025-04-02 09:00:00,10.103494457786498
2025-04-02 10:00:00,10.103494473635934
2025-04-02 11:00:00,10.103494489481465
2025-04-02 12:00:00,10.1034945053256
2025-04-02 13:00:00,10.103494521169678
2025-04-02 14:00:00,10.103494537014003
2025-04-02 15:00:00,10.103494552858491
2025-04-02 16:00:00,10.103494568703027
2025-04-02 17:00:00,10.10349458454756
2025-04-02 18:00:00,10.10349460039208
2025-04-02 19:00:00,10.103494616236596
2025-04-02 20:00:00,10.103494632081109
2025-04-02 21:00:00,10.103494647925622
2025-04-02 22:00:00,10.103494663770135
2025-04-02 23:00:00,10.103494679614649
2025-04-03 00:00:00,10.103494695459162
2025-04-03 01:00:00,10.103494711303675
2025-04-03 02:00:00,10.103494727148188
2025-04-03 03:00:00,10.103494742992702
2025-04-03 04:00:00,10.103494758837215
2025-04-03 05:00:00,10.103494774681728
2025-04-03 06:00:00,10.103494790526241
2025-04-03 07:00:00,10.103494806370755
2025-04-03 08:00:00,10.103494822215268
