Timestamp,sarimax_forecast
2025-04-01 00:00:00,2769.3784126577393
2025-04-01 01:00:00,2734.0123701871908
2025-04-01 02:00:00,2735.50015263077
2025-04-01 03:00:00,2745.6933495011613
2025-04-01 04:00:00,2750.0210904886853
2025-04-01 05:00:00,2749.295753726471
2025-04-01 06:00:00,2747.805361250265
2025-04-01 07:00:00,2747.317487921145
2025-04-01 08:00:00,2747.4998159062634
2025-04-01 09:00:00,2747.723255647033
2025-04-01 10:00:00,2747.786452923329
2025-04-01 11:00:00,2747.763833412715
2025-04-01 12:00:00,2747.746880703465
2025-04-01 13:00:00,2747.755608298666
2025-04-01 14:00:00,2747.7752891780838
2025-04-01 15:00:00,2747.7944429518743
2025-04-01 16:00:00,2747.8098803924568
2025-04-01 17:00:00,2747.824611396356
2025-04-01 18:00:00,2747.8412605931567
2025-04-01 19:00:00,2747.8571556962324
2025-04-01 20:00:00,2747.872890033381
2025-04-01 21:00:00,2747.8882757891197
2025-04-01 22:00:00,2747.902015425258
2025-04-01 23:00:00,2747.9149918938565
2025-04-02 00:00:00,2747.928480498027
2025-04-02 01:00:00,2747.942605563433
2025-04-02 02:00:00,2747.956879074601
2025-04-02 03:00:00,2747.9709937162906
2025-04-02 04:00:00,2747.9849705718225
2025-04-02 05:00:00,2747.9989297745074
2025-04-02 06:00:00,2748.012925503086
2025-04-02 07:00:00,2748.026945059487
2025-04-02 08:00:00,2748.0409643223697
2025-04-02 09:00:00,2748.054975306202
2025-04-02 10:00:00,2748.0689816737645
2025-04-02 11:00:00,2748.0829877382785
2025-04-02 12:00:00,2748.0969944821322
2025-04-02 13:00:00,2748.1110010605066
2025-04-02 14:00:00,2748.125006758099
2025-04-02 15:00:00,2748.139011473488
2025-04-02 16:00:00,2748.1530153722947
2025-04-02 17:00:00,2748.167018562359
2025-04-02 18:00:00,2748.1810210385975
2025-04-02 19:00:00,2748.195022773885
2025-04-02 20:00:00,2748.2090237579387
2025-04-02 21:00:00,2748.223023995229
2025-04-02 22:00:00,2748.2370234996874
2025-04-02 23:00:00,2748.2510222807964
2025-04-03 00:00:00,2748.265077774992
2025-04-03 01:00:00,2748.2791591269092
2025-04-03 02:00:00,2748.293236627324
2025-04-03 03:00:00,2748.3073048073547
2025-04-03 04:00:00,2748.321369113389
2025-04-03 05:00:00,2748.335433535876
2025-04-03 06:00:00,2748.349498459921
2025-04-03 07:00:00,2748.3635629922483
2025-04-03 08:00:00,2748.377626615863
2025-04-03 09:00:00,2748.39168933131
2025-04-03 10:00:00,2748.405751277713
2025-04-03 11:00:00,2748.419812519375
2025-04-03 12:00:00,2748.4338730487348
2025-04-03 13:00:00,2748.447932845054
2025-04-03 14:00:00,2748.4619919007914
2025-04-03 15:00:00,2748.476050218058
2025-04-03 16:00:00,2748.4901077998843
2025-04-03 17:00:00,2748.5041646471404
2025-04-03 18:00:00,2748.5182207594453
2025-04-03 19:00:00,2748.5322761364205
2025-04-03 20:00:00,2748.5463307780237
2025-04-03 21:00:00,2748.5603846843683
2025-04-03 22:00:00,2748.5744378555487
2025-04-03 23:00:00,2748.588490291609
2025-04-04 00:00:00,2748.6025994308407
2025-04-04 01:00:00,2748.6167344246387
2025-04-04 02:00:00,2748.6308655672506
2025-04-04 03:00:00,2748.644987388764
2025-04-04 04:00:00,2748.659105333417
2025-04-04 05:00:00,2748.6732233908415
2025-04-04 06:00:00,2748.687341946543
2025-04-04 07:00:00,2748.701460107782
2025-04-04 08:00:00,2748.715577357709
2025-04-04 09:00:00,2748.7296936967514
2025-04-04 10:00:00,2748.7438092639186
2025-04-04 11:00:00,2748.7579241234935
2025-04-04 12:00:00,2748.772038267945
2025-04-04 13:00:00,2748.7861516765574
2025-04-04 14:00:00,2748.8002643417913
2025-04-04 15:00:00,2748.8143762657496
2025-04-04 16:00:00,2748.828487451462
2025-04-04 17:00:00,2748.842597899797
2025-04-04 18:00:00,2748.856707610375
2025-04-04 19:00:00,2748.870816582817
2025-04-04 20:00:00,2748.884924817081
2025-04-04 21:00:00,2748.899032313281
2025-04-04 22:00:00,2748.9131390715124
2025-04-04 23:00:00,2748.927245091819
2025-04-05 00:00:00,2748.941416845538
2025-04-05 01:00:00,2748.955618632717
2025-04-05 02:00:00,2748.9698160759444
2025-04-05 03:00:00,2748.9840028450612
2025-04-05 04:00:00,2748.998185240472
2025-04-05 05:00:00,2749.012367879233
2025-04-05 06:00:00,2749.0265512074716
2025-04-05 07:00:00,2749.0407341920495
2025-04-05 08:00:00,2749.0549162348293
2025-04-05 09:00:00,2749.069097336299
2025-04-05 10:00:00,2749.0832776573216
2025-04-05 11:00:00,2749.0974572722835
2025-04-05 12:00:00,2749.1116361724653
2025-04-05 13:00:00,2749.125814333887
2025-04-05 14:00:00,2749.139991747817
2025-04-05 15:00:00,2749.154168416683
2025-04-05 16:00:00,2749.168344343985
2025-04-05 17:00:00,2749.1825195307224
2025-04-05 18:00:00,2749.1966939764493
2025-04-05 19:00:00,2749.2108676807234
